Product ID,Product Name,Product Price,Product Rating,Product Brand,Product Specification,Product URL
PID53,"Infinix Smart 7 HD , 2GB RAM 64GB ROM , 8MP Main Camera , Fingersenor , 5000 mAh Battery","Rs. 21,499",5,Infinix,"General FeaturesRelease Date2023-04-14SIM SupportDual SIM (Nano-SIM, dual stand-by)Phone Dimensions163.88 x 75.51 x 8.65 mmPhone Weight196.5 gOperating SystemAndroid 12DisplayScreen Size6.6 inchesScreen Resolution720 x 1612 PixelsScreen TypeIPS LCDScreen ProtectionN/AMemoryInternal Memory64 GBRAM2 GBCard SlotmicroSDXC (dedicated slot)PerformanceProcessorOcta-core 1.6 GHzGPUN/ABatteryTypeLi-Po 5000 mAh, non-removableCameraFront Camera5 MPFront Flash LightYesFront Video Recording720p@30fpsBack Flash LightYesBack Camera8 MP + 0.08 MPBack Video Recording1080p@30fpsConnectivityBluetoothYes3GYes4G/LTEYes5GNoRadioYesWiFiYesNFCNo
          VIEW MORE",https://www.daraz.pk/products/7-hd-2gb-64gb-8mp-5000-mah-i432107010-s2081805154.html?search=1
PID54,Redmi 12C || 4GB Ram 128GB Rom || 6.71 Inches IPS Display || 5000 mAh - Battery charging 10W wired,"Rs. 28,999",4.7,Redmi,"BuildOSAndroid 12 OS UIMIU1 13 Dimensions168.8 x 76.4 x 8.8 mm Weight192 g SIMDual Sim, Dual Standby (Nano-SIM) ColorsBlack, Blue, Mint, Violet Frequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900
SIM2: GSM 850 / 900 / 1800 / 1900 3G BandHSDPA 850 / 900 / 1900 / 2100 4G BandLTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 38(2600), 39(1900), 40(2300), 41(2500) ProcessorCPUOcta-core (2 x 2.0 GHz Cortex-A75 + 6 x 1.8 GHz Cortex-A55) ChipsetMediatek MT6769Z Helio G85 (12nm) GPUMali-G52 MC2 DisplayTechnologyIPS LCD Capacitive Touchscreen, 16M Colors, Multitouch Size6.71 Inches Resolution720 x 1650 Pixels (~268 PPI) ProtectionCorning Gorilla Glass Extra Features500 nits (typ) MemoryBuilt-in128GB Built-in, 4GB RAM CardmicroSDXC (dedicated slot) CameraMainDual camera: 50 MP, (wide), PDAF + 0.08 MP (depth), LED Flash FeaturesPhase detection, geo-tagging, touch focus, face detection, HDR, panorama, Video (1080p@30fps) Front5 MP, Video (1080p@30fps) ConnectivityWLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct Bluetoothv5.1 with A2DP, LE GPSYes + A-GPS support & Glonass, BDS RadioFM Radio USBmicroUSB 2.0 NFCYes DataGPRS, EDGE, 3G (HSPA 42.2/5.76 Mbps), 4G LTE-A FeaturesSensorsAccelerometer, Fingerprint (rear mounted), Proximity Audio3.5mm Audio Jack, Speaker Phone BrowserHTML5 MessagingSMS(threaded view), MMS, Email, Push Mail, IM Gamesbuilt-in + downloadable TorchYes ExtraNFC (market dependent), Photo/video editor, Document viewer BatteryCapacity(Li-Po Non removable), 5000 mAh - Battery charging 10W wired
Build OS Android 12 OS  
UI MIU1 13  
Dimensions 168.8 x 76.4 x 8.8 mm  
Weight 192 g  
SIM Dual Sim, Dual Standby (Nano-SIM)  
Colors Black, Blue, Mint, Violet  
Frequency 2G Band SIM1: GSM 850 / 900 / 1800 / 1900
SIM2: GSM 850 / 900 / 1800 / 1900  
3G Band HSDPA 850 / 900 / 1900 / 2100  
4G Band LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 38(2600), 39(1900), 40(2300), 41(2500)  
Processor CPU Octa-core (2 x 2.0 GHz Cortex-A75 + 6 x 1.8 GHz Cortex-A55)  
Chipset Mediatek MT6769Z Helio G85 (12nm)  
GPU Mali-G52 MC2  
VIEW MORE",https://www.daraz.pk/products/12c-4gb-1-000-gb-10w-i425749788-s2018940686.html?search=1
PID55,"Xiaomi Redmi Note 12 Pro RAM 8 GB ROM 256 GB Front Camera 16 MP Back Camera 108 MP + 08 MP + 02 MP Battery Type Li-Po 5000 mAh, non-removable","Rs. 95,000",5,Xiaomi,"BuildOSAndroid 13 OS UIMIU1 13 DimensionsN/A WeightN/A SIMDual Sim, Dual Standby (Nano-SIM) ColorsGray, Blue Frequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900
SIM2: GSM 850 / 900 / 1800 / 1900 3G BandHSDPA 850 / 900 / 1900 / 2100 4G BandLTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 40(2300), 41(2500) ProcessorCPUOcta-core (2x 2.3 GHz Kryo 470 Gold + 6 x 1.8 GHz Kryo 470 Silver) ChipsetSnapdragon 732G GPUAdreno 618 DisplayTechnologyAMOLED Capacitive Touchscreen, Multitouch Size6.67 Inches Resolution1080 x 2400 Pixels (~395 PPI) Extra Features120Hz MemoryBuilt-in256GB Built-in, 8GB RAM CardmicroSDXC (dedicated slot) CameraMainQuad Camera: 108 MP, (wide), PDAF + 8 MP + 2 MP + 2 MP, LED Flash FeaturesGeo-tagging, Phase detection, touch focus, HDR, Panorama, Video (4K@30fps, 1080p@30/60fps) Front16 MP ConnectivityWLANWi-Fi 802.11 a/b/g/n/ac, dual-band Bluetoothv5.1 with A2DP, LE GPSYes + GPS, GLONASS, GALILEO, BDS RadioFM Radio (Unspecified) USBUSB Type-C 2.0, OTG NFCYes InfraredYes DataGPRS, Edge, 3G (HSPA 42.2/5.76 Mbps), 4G LTE-A (CA) FeaturesSensorsAccelerometer, Compass, Fingerprint (under display, optical), Gyro, Proximity Audio3.5mm Audio Jack, 24-bit/192kHz audio, Speaker Phone BrowserHTML5 MessagingSMS(threaded view), MMS, Email, Push Mail, IM GamesBuilt-in + Downloadable TorchYes ExtraNFC, (market/region dependent), Photo/video editor, Document viewer BatteryCapacity(Li-Po Non removable), 5000 mAh

Build OS Android 13 OS  
UI MIU1 13  
Dimensions N/A  
Weight N/A  
SIM Dual Sim, Dual Standby (Nano-SIM)  
Colors Gray, Blue  
Frequency 2G Band SIM1: GSM 850 / 900 / 1800 / 1900
SIM2: GSM 850 / 900 / 1800 / 1900  
3G Band HSDPA 850 / 900 / 1900 / 2100  
4G Band LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 40(2300), 41(2500)  
Processor CPU Octa-core (2x 2.3 GHz Kryo 470 Gold + 6 x 1.8 GHz Kryo 470 Silver)  
Chipset Snapdragon 732G  
GPU Adreno 618  
Display Technology AMOLED Capacitive Touchscreen, Multitouch  
VIEW MORE",https://www.daraz.pk/products/12-8-gb-256-gb-16-mp-5mp-08-mp-02-mp-li-po-108-mah-i429687998-s2046482069.html?search=1
PID56,Itel A60s || 4GB RAM 128GB ROM || 8MP camera || 5000 mAh bettery || PTA approved || 1year brand warranty,"Rs. 22,999",4.5,Itel,"ItelA 60S Spacifications SIM Support Dual Sim, Dual Standby (Nano-SIM) Phone Dimensions N/A Phone Weight N/A Operating System Android 12 OS Display Screen Size 6.6 Inches Screen Resolution 720 x 1612 Pixels Screen Type IPS LCD Screen Protection N/A Memory Internal Memory 4/ 8 GB RAM 64/ 128 GB Card Slot microSD Card, (supports up to 128GB) Camera Front Camera 5 MP Front Flash Light N/A Front Video Recording Yes Back Flash Light Yes Back Camera 8 MP + AI Cam Back Video Recording Yes Connectivity Bluetooth Yes 3G Yes 4G/LTE Yes 5G No Radio N/A WiFi Yes NFC No Performance Processor null GPU null
Itel A 60S Spacifications
SIM Support
Dual Sim, Dual Standby (Nano-SIM)
Phone Dimensions
N/A
Phone Weight
N/A
Operating System
Android 12 OS
Display
Screen Size
6.6 Inches
Screen Resolution
720 x 1612 Pixels
Screen Type
IPS LCD
Screen Protection
N/A
Memory
Internal Memory
4/ 8 GB
RAM
64/ 128 GB
VIEW MORE",https://www.daraz.pk/products/itel-a60s-4gb-ram-128gb-rom-8mp-camera-5000-mah-bettery-pta-approved-1year-brand-warranty-i431458634-s2057536404.html?search=1
PID57,"INFINIX SMART 7 4GB RAM 64GB ROM || 6000mAh BATTERY || 4G LTE || 6.6"" DISPLAY || ONE YEAR BRAND WARRANTY || PTA APPROVED","Rs. 25,399",5,INFINIX,"DETAILS OF INFINIX SMART 7 4GB RAM 64GB ROM.Infinix is near to launch Smart 7 series of smartphones and it has been suggested that the devices may be launched in the upcoming months of this year, based on recent leaks.Then let's move on to the latest features of the Infinix Smart 7.Topping the list of features is a dual-lens camera setup, a 6.6-inch full-HD+ display, and a massive 6000 mAh battery with fast charging.In light of the fact that the smartphone might be launched with a massive 6000mAh battery pack, it is likely that users of this phone will be able to use it all day long on a single charge.Furthermore this Infinix Smart 7's a powerful Helio A22 SoC chipset with a couple of Octa-core CPUs.A dedicated memory card slot will enable users to expand the cell phone's memory up to 256GB in addition to the smartphone's 64GB of internal storage.
There is no doubt that the Infinix Smart 7 is very attractive due to its dual camera setup along with its attractive design.The phone's primary camera sensor is 13 MP, while the second is a 0.3 MP macro sensor.There is a single 5MP camera with an LED flashlight located on the front of the device.The brand new Infinix Smart's 7 is packed with a bigger 6.6 Inches TFT LCD display that can easily support the HD resolution of 720 x 1612 Pixels beside them it offers 500 nits of extra brightness.The improved display of the Infinix Smart's 7 allows for richer and more vibrant colours, greater clarity and better visibility in direct sunlight, making it an ideal device for watching movies, playing games, and browsing the web.The improved brightness also ensures that users will be able to use the device more comfortably in direct sunlight and other bright environments.
INFINIX SMART 7 DETAILED SPECIFICATIONS
Build
OS
Android 12 OS  
Dimensions
163.8 x 75.6 x 8.7 mm  
Weight
188 g  
SIM
Dual Sim, Dual Standby (Micro-SIM)  
Colors
Polar Black, Coastal Green, Iceland White, Peacock Blue  
Frequency
2G Band
SIM1: GSM 850 / 900 / 1800 / 1900
SIM2: GSM 850 / 900 / 1800 / 1900  
3G Band
HSDPA 850 / 900 / 1900 / 2100  
4G Band
LTE  
VIEW MORE",https://www.daraz.pk/products/infinix-smart-7-4gb-ram-64gb-rom-6000mah-battery-4g-lte-66-display-one-year-brand-warranty-pta-approved-i422864285-s2002199437.html?search=1
PID58,Tecno Spark 10C RAM 4 GB ROM 128 GB Front Camera 8 MP Back Camera 16 MP Battery Type 5000 mAh,"Rs. 29,999",5,Tecno,"BuildOSAndroid 12 OS UIHIOS 8.6 Dimensions163.9 x 75.5 x 8.5 mm WeightN/A SIMDual Sim, Dual Standby (Nano-SIM) ColorsBlack, Blue, Green Frequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900
SIM2: GSM 850 / 900 / 1800 / 1900 3G BandHSDPA 850 / 900 / 2100 4G BandLTE ProcessorCPU1.6 Ghz Octa Core ChipsetUnisoc T606 GPUMali-G57 MP1 DisplayTechnologyIPS LCD Capacitive Touchscreen, 16M Colors, Multitouch Size6.6 Inches Resolution720 x 1612 Pixels (~267 PPI) MemoryBuilt-in128GB Built-in, 4GB RAM CardmicroSD Card, (supports up to 256GB) CameraMainDual Camera: 16 MP, (wide), PDAF + 0.08 MP, (depth), Dual LED Flash FeaturesHDR, Panorama, Video (1080p@30fps) Front8 MP, (wide), Dual LED Flash ConnectivityWLANWi-Fi 802.11 a/b/g/n/ac, dual-band Bluetoothv5.1 with A2DP, LE GPSYes + A-GPS support RadioFM Radio USBUSB Type-C 2.0 NFCNo DataGPRS, Edge, 3G (HSPA 42.2/5.76 Mbps), 4G (LTE Cat4 150/50 Mbps) FeaturesSensorsAccelerometer, Compass, Fingerprint (side-mounted), Proximity Audio3.5mm Audio Jack, MP4/H.264 player, MP3/WAV/FLAC/eAAC+ player, Speaker Phone BrowserHTML5 MessagingSMS(threaded view), MMS, Email, Push Mail, IM GamesBuilt-in + Downloadable TorchYes ExtraGlass front, Plastic frame, Plastic back, Photo/video editor, Document viewer BatteryCapacity(Li-Po Non removable), 5000 mAh - Fast battery 18W wired
Build Android 12 OS  
HIOS 8.6  
163.9 x 75.5 x 8.5 mm  
N/A  
Dual Sim, Dual Standby (Nano-SIM)  
Black, Blue, Green  
Frequency SIM1: GSM 850 / 900 / 1800 / 1900SIM2: GSM 850 / 900 / 1800 / 1900  
HSDPA 850 / 900 / 2100  
LTE  
Processor 1.6 Ghz Octa Core  
Unisoc T606  
Mali-G57 MP1  
Display IPS LCD Capacitive Touchscreen, 16M Colors, Multitouch  
6.6 Inches  
720 x 1612 Pixels (~267 PPI)  
Memory 128GB Built-in, 4GB RAM  
microSD Card, (supports up to 256GB)  
Camera Dual Camera: 16 MP, (wide), PDAF + 0.08 MP, (depth), Dual LED Flash  
VIEW MORE",https://www.daraz.pk/products/10c-4-gb-128-gb-8-mp-16-mp-5000-mah-i423480189-s2005139183.html?search=1
PID59,"Vivo V29 12GB Ram 256GB Rom 6.78 Inches AMOLED Display , 4600 mAh - Fast battery 80W wired","Rs. 162,999",0,Vivo,"General FeaturesRelease Date2023-07-31SIM SupportNano-SIM, eSIM or Dual SIM (Nano-SIM, dual stand-by)Phone Dimensions164.18 × 74.37 × 7.46 mmPhone Weight186 gOperating SystemFuntouch OS 13DisplayScreen Size6.78 inchesScreen Resolution2800 × 1260 PixelsScreen TypeAMOLEDScreen ProtectionN/AMemoryInternal Memory256 GBRAM12 GBCard SlotNoPerformanceProcessorQualcomm Snapdragon 778GGPUAdreno 642LBatteryType4600 mAhCameraFront Camera50 MPFront Flash LightNoFront Video Recording1080p@30fpsBack Flash LightYesBack Camera50 MP + 8 MP + 2 MPBack Video Recording4K@30fps, 1080p@30fpsConnectivityBluetoothYes3GYes4G/LTEYes5GYesRadioNoWiFiYesNFCYes
General Features
Release Date 2023-07-31
SIM Support Nano-SIM, eSIM or Dual SIM (Nano-SIM, dual stand-by)
Phone Dimensions 164.18 × 74.37 × 7.46 mm
Phone Weight 186 g
Operating System Funtouch OS 13
Display
Screen Size 6.78 inches
Screen Resolution 2800 × 1260 Pixels
Screen Type AMOLED
Screen Protection N/A
Memory
Internal Memory 256 GB
RAM 12 GB
Card Slot No
Performance
Processor Qualcomm Snapdragon 778G
GPU Adreno 642L
Battery
Type 4600 mAh
Camera
Front Camera 50 MP
Front Flash Light No
Front Video Recording 1080p@30fps
Back Flash Light Yes
Back Camera 50 MP + 8 MP + 2 MP
Back Video Recording 4K@30fps, 1080p@30fps
Connectivity
VIEW MORE",https://www.daraz.pk/products/12gb-v29-256gb-678-4600-mah-80-i435993109-s2094160422.html?search=1
PID60,"Xiaomi Redmi Note 12 RAM 8 GB ROM 128 Front Camera 13 MP Back Camera 50 MP + 8 MP + 2 MP Battery Type Li-Po 5000 mAh, non-removable","Rs. 51,999",5,Xiaomi,"General FeaturesRelease Date2023-05-10SIM SupportHybrid Dual SIM (Nano-SIM, dual stand-by)Phone Dimensions165.66 x 75.96 x 7.85 mmPhone Weight183.5gOperating SystemMIUI 14 based on Android 13DisplayScreen Size6.67 inchesScreen Resolution1080 x 2400 pixelsScreen TypeAMOLED Capacitive Touchscreen, MultitouchScreen ProtectionCorning Gorilla Glass 3MemoryInternal Memory128 GBRAM8 GBCard SlotmicroSDXC (uses shared SIM slot)PerformanceProcessorQualcomm Snapdragon 685 (6nm)GPUAdreno 610BatteryTypeLi-Po 5000 mAh, non-removableCameraFront Camera13 MPFront Flash LightNoFront Video Recording1080p@30fpsBack Flash LightYesBack Camera50 MP + 8 MP + 2 MPBack Video Recording1080p@30fpsConnectivityBluetoothYes3GYes4G/LTEYes5GNoRadioNoWiFiYesNFCNoInstallment Plans
2023-05-10
Hybrid Dual SIM (Nano-SIM, dual stand-by)
165.66 x 75.96 x 7.85 mm
183.5g
MIUI 14 based on Android 13
6.67 inches
1080 x 2400 pixels
AMOLED Capacitive Touchscreen, Multitouch
Corning Gorilla Glass 3
128 GB
8 GB
microSDXC (uses shared SIM slot)
Qualcomm Snapdragon 685 (6nm)
Adreno 610
Li-Po 5000 mAh, non-removable
13 MP
No
1080p@30fps
Yes
50 MP + 8 MP + 2 MP
1080p@30fps
Yes
Yes
Yes
VIEW MORE",https://www.daraz.pk/products/12-8-gb-128-13-mp-50-mp-8-mp-2-mp-5000-mah-i421162647-s1988554083.html?search=1
PID61,Combo Deal - Vivo Y85 - Dual Sim PTA Approved - Vivo Y85a - 4GB RAM Mobile - Snapdragon Mobile,"Rs. 16,998",3,Combo,"Imported New Phone with (Box + Vivo Charger with Cable + Anti Shock Jelly Cover + Vivo Handsfree)
CPU model: Qualcomm Snapdragon 450
Number of CPU cores: 1.8GHz octa-core processor
Physical Specifications: Height: 154.81mm
Width: 75.03mm
Thickness: 7.89mm
Weight: 150g
RAM: 4GB
ROM: 64GB
Battery information: 3260mAh
Size: 6.26 inches
Resolution: 2280×1080
Screen material: IPS
Touch screen: incell
Front camera pixel: 16 million pixels
Front camera aperture: F2.0 (front)
Number of rear cameras: Dual camera
Rear camera pixel: main camera 13 million pixels, sub camera 2 million pixels
Rear camera aperture: F2.2 (rear main camera)
Rear flash: LED fill light
Autofocus: support
Shooting modes: professional photography, slow motion, time-lapse photography, filters, dynamic photos, rear dual-camera blur, front single-camera blur, backlight photo, beauty photo, rear panorama photo, front panorama photo, Palm photo, gender-specific beauty, Selfie screen fill light, AR stickers, automatic scene recognition algorithm for photos
Video recording format: MP4
Video recording: 1080P
Network type: dual card dual standby full Netcom
Network frequency band: 2G GSM: 850/900/1800/1900MHz
3G WCDMA: B1/B5/B8
3G TD-SCDMA: B34/B39
3G CDMA: BC0
4G FDD-LTE: B1/B3/B5/B8
4G TDD-LTE: B34/B38/B39/B40/B41
Music player: support
MP3 Ringtones: Support
Recording: support
Fingerprint recognition: rear fingerprint
Facial recognition: Face Wake facial recognition
OS: Android 8.1
WLAN: Support WIFI/WAPI
Bluetooth transmission: support Bluetooth 4.2
OTG: support
USB interface type: Micro-USB
Headphone jack standard: 3.5mm American standard headphone jack
Navigation: Support
Cloud Services: Support
Accelerometer: support
Ambient Light Sensor: Support
Proximity sensor: support
Gyroscope: Virtual Gyroscope
CPU model: Qualcomm Snapdragon 450
Number of CPU cores: 1.8GHz octa-core processor
Physical Specifications: Height: 154.81mm
Width: 75.03mm
Thickness: 7.89mm
Weight: 150g
RAM: 4GB
ROM: 64GB
Battery information: 3260mAh
VIEW MORE",https://www.daraz.pk/products/combo-deal-imported-brand-new-vivo-y85-pta-approved-626-full-hd-display-vivo-y85a-dual-sim-4gb-ram-mobile-64gb-rom-snapdragon-processor-fingerprint-sensor-android-oreo-i437119886-s2102469408.html?search=1
PID62,"Samsung Galaxy A04s , 4GB Ram 128GB Rom , 6.5 Inches IPS Display 90Hz , 5000 mAh- Fast charging 15W","Rs. 39,799",4,Samsung,"BuildOSAndroid 12 OS, upgradable to Android 13 UIOneUI Core 5 Dimensions164.7 x 76.7 x 9.1 mm Weight195 g SIMDual Sim, Dual Standby (Nano-SIM) ColorsBlack, Green, White, Copper Frequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900
SIM2: GSM 850 / 900 / 1800 / 1900 3G BandHSDPA 850 / 900 / 2100 4G BandLTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 20(800), 38(2600), 40(2300), 41(2500) ProcessorCPUOcta-core (4 x 2.0 GHz Cortex-A55 + 4 x 2.0 GHz Cortex-A55) ChipsetExynos 850 (8nm) GPUMali-G52 DisplayTechnologyPLS LCD Capacitive Touchscreen, 16M Colors, Multitouch Size6.5 Inches Resolution720 x 1600 Pixels (~270 PPI) Extra Features90Hz, 400 nits (peak) MemoryBuilt-in128GB Built-in, 4GB RAM CardmicroSD Card, (supports up to 1TB) CameraMainTriple Camera: 50 MP, f/1.8, (wide), PDAF + 2 MP, f/2.4, (macro) + 2 MP, f/2.4, (depth), LED Flash FeaturesGeo-tagging, touch focus, face detection, panorama, HDR, Video (1080p@30fps) Front5 MP, f/2.2, (wide), Video (720p@30fps) ConnectivityWLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct Bluetoothv5.0 with A2DP, LE GPSYes + A-GPS support & Glonass, BDS, GALILEO, QZSS USBUSB Type-C 2.0 NFCYes DataGPRS, EDGE, 3G (HSPA 42.2/5.76 Mbps), 4G LTE-A FeaturesSensorsAccelerometer, Fingerprint (side-mounted), Virtual proximity sensing Audio3.5mm Audio Jack, Speaker Phone BrowserHTML5 MessagingSMS(threaded view), MMS, Email, Push Mail, IM GamesBuilt-in + Downloadable TorchYes ExtraGlass front, plastic back, plastic frame, Photo/video editor, Document viewer BatteryCapacity(Li-Po Non removable), 5000 mAh - Fast charging 15W wired
Build OS Android 12 OS, upgradable to Android 13  
UI OneUI Core 5  
Dimensions 164.7 x 76.7 x 9.1 mm  
Weight 195 g  
SIM Dual Sim, Dual Standby (Nano-SIM)  
Colors Black, Green, White, Copper  
Frequency 2G Band SIM1: GSM 850 / 900 / 1800 / 1900
SIM2: GSM 850 / 900 / 1800 / 1900  
3G Band HSDPA 850 / 900 / 2100  
4G Band LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 20(800), 38(2600), 40(2300), 41(2500)  
Processor CPU Octa-core (4 x 2.0 GHz Cortex-A55 + 4 x 2.0 GHz Cortex-A55)  
Chipset Exynos 850 (8nm)  
GPU Mali-G52  
Display Technology PLS LCD Capacitive Touchscreen, 16M Colors, Multitouch  
VIEW MORE",https://www.daraz.pk/products/4gb-a04s-128gb-65-ips-90hz-5000-mah-15-i429661925-s2045886879.html?search=1
PID63,Xiaomi Redmi 12 RAM 8 GB ROM 128 GB Front Camera 8 MP Back Camera 50 MP + 8 MP + 2 MP Battery Type 5000 mAh,"Rs. 44,980",4.7,Xiaomi,"BuildOSAndroid 13 OS UIMIUI 14 Dimensions168.6 x 76.3 x 8.2 mm Weight198 g SIMHybrid Dual SIM, Dual Standby, (Nano-SIM) ColorsMidnight Black, Sky Blue, Polar Silver Frequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900
SIM2: GSM 850 / 900 / 1800 / 1900 3G BandHSDPA 850 / 900 / 1900 / 2100 4G BandLTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 38(2600), 39(1900), 40(2300), 41(2500) ProcessorCPUOcta-core (2x 2.0 GHz Cortex-A75 + 6 x 1.8 GHz Cortex-A55) ChipsetMediatek Helio G88 (12nm) GPUMali-G52 MC2 DisplayTechnologyIPS LCD Capacitive Touchscreen, 16M Colors, Multitouch Size6.79 Inches Resolution1080 x 2460 Pixels (~396 PPI) ProtectionCorning Gorilla Glass Extra Features90Hz, 550 nits (peak) MemoryBuilt-in128 GB Built-in 8 GB RAM CardmicroSDXC (uses shared SIM slot) CameraMainTriple Camera: 50 MP, f/1.8, (wide), PDAF + 8 MP, f/2.2, (ultrawide) + 2 MP, f/2.4, (depth), LED Flash FeaturesPhase detection, geo-tagging, touch focus, face detection, HDR, panorama, Video (1080p@30fps) Front8 MP, f/2.1, (wide), Video (1080p@30fps) ConnectivityWLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct Bluetoothv5.0 with A2DP, LE GPSYes + A-GPS support & Glonass, BDS RadioFM Radio USBUSB Type-C 2.0, USB On-The-Go NFCYes InfraredYes DataGPRS, EDGE, 3G (HSPA 42.2/5.76 Mbps), 4G LTE-A FeaturesSensorsAccelerometer, Compass, Fingerprint (side-mounted) Audio3.5mm Audio Jack, Speaker Phone BrowserHTML5 MessagingSMS(threaded view), MMS, Email, Push Mail, IM Gamesbuilt-in + downloadable TorchYes ExtraGlass front, plastic frame, glass back, IP53, dust and splash resistant, NFC (market dependent), Photo/video editor, Document viewer BatteryCapacity(Li-Po Non removable), 5000 mAh - Fast charging 18W wired, PD

Build OS Android 13 OS  
UI MIUI 14  
Dimensions 168.6 x 76.3 x 8.2 mm  
Weight 198 g  
SIM Hybrid Dual SIM, Dual Standby, (Nano-SIM)  
Colors Midnight Black, Sky Blue, Polar Silver  
Frequency 2G Band SIM1: GSM 850 / 900 / 1800 / 1900
SIM2: GSM 850 / 900 / 1800 / 1900  
3G Band HSDPA 850 / 900 / 1900 / 2100  
4G Band LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 38(2600), 39(1900), 40(2300), 41(2500)  
Processor CPU Octa-core (2x 2.0 GHz Cortex-A75 + 6 x 1.8 GHz Cortex-A55)  
VIEW MORE",https://www.daraz.pk/products/12-8-gb-128-gb-8-mp-50-mp-8-mp-2-mp-2-mah-i432579284-s2065194403.html?search=1
PID64,"Imported NEW Vivo Y55 Mini - 2GB Ram Mobile - Dual Sim Approved - Phone Only (No Box, Charger & Accessories Included)","Rs. 9,996",0,Imported,"NETWORKTechnologyGSM / HSPA / LTELAUNCHAnnounced2017, FebruaryStatusAvailable. Released 2017, FebruaryBODYDimensions147.9 x 72.9 x 7.5 mm (5.82 x 2.87 x 0.30 in)Weight142 g (5.01 oz)BuildGlass front, aluminum back, aluminum frameSIMDual SIM (Nano-SIM/ Micro-SIM, dual stand-by)DISPLAYTypeIPS LCDSize5.2 inches, 74.5 cm2 (~69.1% screen-to-body ratio)Resolution720 x 1280 pixels, 16:9 ratio (~282 ppi density)PLATFORMOSAndroid 6 (Marshmallow), Funtouch 3ChipsetQualcomm MSM8917 Snapdragon 425 (28 nm)CPUQuad-core 1.4 GHz Cortex-A53GPUAdreno 306MEMORYCard slotmicroSDXC (dedicated slot)Internal16GB 2GB RAM, 16GB 3GB RAM eMMC 5.1MAIN CAMERASingle13 MP, f/2.2, AFFeaturesLED flash, HDR, panoramaVideo1080p@30fpsSELFIE CAMERASingle5 MP, f/2.2VideoSOUNDLoudspeakerYes3.5mm jackYesCOMMSWLANWi-Fi 802.11 b/g/n, Wi-Fi DirectBluetooth4.2, A2DP, LEPositioningGPS, GLONASS, BDSNFCNoRadioFM radioUSBmicroUSB 2.0, OTGFEATURESSensorsAccelerometer, proximity, compassBATTERYTypeLi-Ion 2730 mAh, non-removable
Up front we have the 5.2-inch display, above it are the earpiece, 5MP front camera, and sensors. Down below are three unlit capacitive navigation buttons for Options, Home, and Back.
On the left is the dual-SIM card tray for a nano and micro-sized SIMs. On the right are the volume keys and the power/lock button.
Up top are the headset jack and the dedicated microSD card slot. Down at the bottom are the microphone, microUSB port, and loudspeaker.
Flip it on its back and you will see the 8MP camera and LED flash, a couple of antenna bands, and the Vivo branding right in the middle.
On hand, the Y55 has a size that is neither too big nor too small, which makes it comfortable to hold even those with small hands. It has a chrome lining on the edges that adds extra grip while the back has a metallic matte finish that repels smudges and fingerprints well.

Specifications of Imported NEW Vivo Y55 Mini - 2GB Ram Mobile - Dual Sim Approved - Phone Only (No Box, Charger & Accessories Included)
Brand No Brand SKU 438582181_PK-2123206674 Protection Not Specified Year Not Specified Number Of Cameras Not Specified
What’s in the box Phone Only (No Box, Charger & Accessories Included)",https://www.daraz.pk/products/imported-new-vivo-y55-mini-2gb-ram-mobile-dual-sim-approved-phone-only-no-box-charger-accessories-included-i438582181-s2123206674.html?search=1
