Product ID,Product Name,Product Price,Product Rating,Product Brand,Product Specification,Product URL,Reviews,Questions,Total reviews
PID26,"infinix Smart 7 HD , 2GB + 2GB Ram 64GB Rom , 6.6 Inches HD , 5000 mAh- Battery",21399,4.9,infinix,"General FeaturesRelease Date2023-04-14SIM SupportDual SIM (Nano-SIM, dual stand-by)Phone Dimensions163.88 x 75.51 x 8.65 mmPhone Weight196.5 gOperating SystemAndroid 12DisplayScreen Size6.6 inchesScreen Resolution720 x 1612 PixelsScreen TypeIPS LCDScreen ProtectionN/AMemoryInternal Memory64 GBRAM2 GBCard SlotmicroSDXC (dedicated slot)PerformanceProcessorOcta-core 1.6 GHzGPUN/ABatteryTypeLi-Po 5000 mAh, non-removableCameraFront Camera5 MPFront Flash LightYesFront Video Recording720p@30fpsBack Flash LightYesBack Camera8 MP + 0.08 MPBack Video Recording1080p@30fpsConnectivityBluetoothYes3GYes4G/LTEYes5GNoRadioYesWiFiYesNFCNo
General Features
Release Date 2023-04-14
SIM Support Dual SIM (Nano-SIM, dual stand-by)
Phone Dimensions 163.88 x 75.51 x 8.65 mm
Phone Weight 196.5 g   
Operating System Android 12
Display
Screen Size 6.6 inches
Screen Resolution 720 x 1612 Pixels
Screen Type IPS LCD
Screen Protection N/A
Memory
Internal Memory 64 GB
RAM 2 GB
Card Slot microSDXC (dedicated slot)
Performance
Processor Octa-core 1.6 GHz
GPU N/A
Battery
Type Li-Po 5000 mAh, non-removable
Camera
Front Camera 5 MP
Front Flash Light Yes
Front Video Recording 720p@30fps
Back Flash Light Yes
Back Camera 8 MP + 0.08 MP
Back Video Recording 1080p@30fps
Connectivity
VIEW MORE",https://www.daraz.pk/products/7-hd-2gb-2gb-64gb-66-hd-5000-mah-i427598680-s2031585109.html?search=1,"Samia R.
2 months ago
...
pehli br draz sy itni mehnghi cheez li ha. i was so scared. wo b advance payment py. ak tu is me headfone include nhi. wo msla company ka ha. dusra black color order kia ta. seller ny bina pochy yh bej dia. itna issue ni h at least ak br pochna chye na? i pay 41000 for it k market sy b zada h. wo b adjustable h. phone mujy bht psnd aya isk features. clr ghlt bejny ki wja giving 4 star.
Storage Capacity:128GB, Color Family:Black
15
3***8
2 months ago
...
Perfect Mobile reasonable price , Delivery with in 2days Seller was good Thankyou so much
Storage Capacity:128GB, Color Family:Wither Black
2
View P.
2 months ago
...
- Very good quality built - Good performance - Safely delivered - Good seller service
Seller Response
2 months ago
Thank you for trusting alhamdulilah trading khanewal,hope you will prefer us for next. Thank you once again for rating Jazak Allah
Color Family:Black, Storage Capacity:128GB
6
1
1
2
3
4
•••
8",33,22
PID27,"Infinix Smart 7 , Back Camera 13 MP , 4GB RAM 64GB ROM , Fingerprint , 5000 mAh Battery",25999,5.0,Infinix,"General FeaturesRelease Date2023-02-09SIM SupportDual SIM (Nano-SIM, dual stand-by)Phone Dimensions163.8 x 75.6 x 8.7 mmPhone Weight188 gOperating SystemAndroid 12DisplayScreen Size6.6 inchesScreen Resolution720 x 1612 pixelsScreen TypeIPS LCD, 500 nitsScreen ProtectionN/AMemoryInternal Memory64 GBRAM4 GB/ 3 GBCard SlotmicroSDXC (dedicated slot)PerformanceProcessorHelio A22GPUPowerVR GE8300BatteryTypeLi-Po 5000 mAh, non-removableCameraFront Camera5 MPFront Flash LightYesFront Video Recording720p@30fpsBack Flash LightYesBack Camera13 MP + 0.3 MPBack Video Recording1080p@30fpsConnectivityBluetoothYes3GYes4G/LTEYes5GNoRadioYesWiFiYesNFCNo
            VIEW MORE",https://www.daraz.pk/products/7-13-mp-4gb-64gb-5000-mah-i432049716-s2080852409.html?search=1,"Muhammad A.
4 months ago
...
Aoa Jaisa bola waisa he mobile mila bohat khushi howi seller bi bohat cooperative ha jo color kaha wohi bheja thx seller market rate se kam pr mila zbrdst shabash
Storage Capacity:64GB, Color Family:White
9
1
3***6
3 months ago
...
Highly recommended beautiful Mobile thank you seller 😍
Storage Capacity:64GB, Color Family:Purple
6
Zain N.
3 weeks ago
...
Color was different than I order. I ordered purple but got black. The box of phone was already opened. Bad experience.
Storage Capacity:64GB, Color Family:Purple
1
2
3
4
•••
14",0,40
PID28,Like New Phones - Used Apple iPhone 8 - Gold 64 GB - PTA Approved,58999,0.0,Apple,"Brand: Apple
Model: iPhone 8
Battery Health - 80+
PTA Approved
Screen: 4.7-in. Retina HD
Camera: 12MP Zoom 5x
Video camera: 4K Zoom 3x
Processor: A11 Bionic chip
Memory: 2GB
Battery: Lithium-ion 1821 mAh
Genuine OEM components
Certified 6 Months Daraz Warranty.
Daraz Warranty Center Location: Karachi & Lahore.
Warranty will be claimed on order number/invoice.
The phone will be dispatched in Daraz's Like New packaging.
Phone will be slightly used, ensuring its authenticity with a genuine A-grade kit.
The original box, charging cable and charging dock will not be included.
All Daraz Like New Phones are thoroughly checked by experts to ensure your product is original, has all genuine parts and is in A+ condition.
60+ Quality Check Points – International Standard Grading software, quality check report will also be sent.
Fully functional Factory Unlocked
There could be a few minimal scratches on the phone's body or screen.
Brand: Apple Model: iPhone 8 Battery Health - 80+ PTA Approved Storage: 64 GB Screen: 4.7-in. Retina HD Camera: 12MP Zoom 5x Video camera: 4K Zoom 3x Processor: A11 Bionic chip Memory: 2GB Battery: Lithium-ion 1821 mAh Genuine OEM components Certified 6 Months Daraz Warranty. Daraz Warranty Center Location: Karachi & Lahore. Warranty will be claimed on order number/invoice. The phone will be dispatched in Daraz's Like New packaging. Phone will be slightly used, ensuring its authenticity with a genuine A-grade kit. The original box, charging cable and charging dock will not be included. All Daraz Like New Phones are thoroughly checked by experts to ensure your product is original, has all genuine parts and is in A+ condition. 60+ Quality Check Points – International Standard Grading software, quality check report will also be sent. Fully functional Factory Unlocked
Specifications of Like New Phones - Used Apple iPhone 8 - Gold 64 GB - PTA Approved
Brand Apple SKU 434309009_PK-2082868610 Storage capacity 64GB
What’s in the box 1x Used Apple iPhone 8 - Gold 64 GB - PTA Approved",https://www.daraz.pk/products/like-new-phones-used-apple-iphone-8-gold-64-gb-pta-approved-i434309009-s2082868610.html?search=1,"Ahmad M.
4 months ago
...
Bht acha mobile h😍hm bht khush hain itna acha r discount py mobile khareda hmny ❤️thank you so much daraz and seller 💕😍seller is really very cooperative 😍Allah apko khush rkhy amen. ❤️Jo Jo chez mentioned h description mein. Wo sb delivered hoi h😍💙
Storage Capacity:128GB, Color Family:Mint
11
SHAHID A.
4 months ago
...
excellent mobile with brand name on this price with 2 years security warranty. 👍
Storage Capacity:128GB, Color Family:Mint
2
Muhammad A.
4 months ago
...
Best mobile in this price. Big screen he. Nicely raped by seller. Recommended for midrange persons.
Storage Capacity:128GB, Color Family:Mint
4
1
2
3
4
•••
25",101,73
PID29,Like New Phones - Used Apple iPhone 8 Plus - Gold 64 GB - PTA Approved,75999,0.0,Apple,"Brand: Apple
Model: iPhone 8 Plus
Battery Health - 80+
PTA Approved
Screen: 5.5-in. Retina HD
Camera: 12MP Zoom 10x
Video camera: 4K Zoom 6x
Processor: A11 Bionic chip
Memory: 3GB
Battery: Lithium-ion 2675 mAh
Genuine OEM components
Certified 6 Months Daraz Warranty.
Daraz Warranty Center Location: Karachi & Lahore.
Warranty will be claimed on order number/invoice.
The phone will be dispatched in Daraz's Like New packaging.
Phone will be slightly used, ensuring its authenticity with a genuine A-grade kit.
The original box, charging cable and charging dock will not be included.
All Daraz Like New Phones are thoroughly checked by experts to ensure your product is original, has all genuine parts and is in A+ condition.
60+ Quality Check Points – International Standard Grading software, quality check report will also be sent.
Fully functional Factory Unlocked
There could be a few minimal scratches on the phone's body or screen
VIEW MORE",https://www.daraz.pk/products/like-new-phones-used-apple-iphone-8-plus-gold-64-gb-pta-approved-i434302391-s2082871184.html?search=1,No reviews,0,0
PID30,"Xiaomi Redmi 12 || 8GB + 128GB || 6.79"" IPS Display || 5000 mah Battery",42999,5.0,Xiaomi,"BuildOSAndroid 13 OS UIMIUI 14 Dimensions168.6 x 76.3 x 8.2 mm Weight198 g SIMHybrid Dual SIM, Dual Standby, (Nano-SIM) ColorsMidnight Black, Sky Blue, Polar Silver Frequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900
SIM2: GSM 850 / 900 / 1800 / 1900 3G BandHSDPA 850 / 900 / 1900 / 2100 4G BandLTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 38(2600), 39(1900), 40(2300), 41(2500) ProcessorCPUOcta-core (2x 2.0 GHz Cortex-A75 + 6 x 1.8 GHz Cortex-A55) ChipsetMediatek Helio G88 (12nm) GPUMali-G52 MC2 DisplayTechnologyIPS LCD Capacitive Touchscreen, 16M Colors, Multitouch Size6.79 Inches Resolution1080 x 2460 Pixels (~396 PPI) ProtectionCorning Gorilla Glass Extra Features90Hz, 550 nits (peak) MemoryBuilt-in128/256GB Built-in, 4/8GB RAM CardmicroSDXC (uses shared SIM slot) CameraMainTriple Camera: 50 MP, f/1.8, (wide), PDAF + 8 MP, f/2.2, (ultrawide) + 2 MP, f/2.4, (depth), LED Flash FeaturesPhase detection, geo-tagging, touch focus, face detection, HDR, panorama, Video (1080p@30fps) Front8 MP, f/2.1, (wide), Video (1080p@30fps) ConnectivityWLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct Bluetoothv5.0 with A2DP, LE GPSYes + A-GPS support & Glonass, BDS RadioFM Radio USBUSB Type-C 2.0, USB On-The-Go NFCYes InfraredYes DataGPRS, EDGE, 3G (HSPA 42.2/5.76 Mbps), 4G LTE-A FeaturesSensorsAccelerometer, Compass, Fingerprint (side-mounted) Audio3.5mm Audio Jack, Speaker Phone BrowserHTML5 MessagingSMS(threaded view), MMS, Email, Push Mail, IM Gamesbuilt-in + downloadable TorchYes ExtraGlass front, plastic frame, glass back, IP53, dust and splash resistant, NFC (market dependent), Photo/video editor, Document viewer BatteryCapacity(Li-Po Non removable), 5000 mAh - Fast charging 18W wired, PD
Build OS Android 13 OS  
UI MIUI 14  
Dimensions 168.6 x 76.3 x 8.2 mm  
Weight 198 g  
SIM Hybrid Dual SIM, Dual Standby, (Nano-SIM)  
Colors Midnight Black, Sky Blue, Polar Silver  
Frequency 2G Band SIM1: GSM 850 / 900 / 1800 / 1900
SIM2: GSM 850 / 900 / 1800 / 1900  
3G Band HSDPA 850 / 900 / 1900 / 2100  
4G Band LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 38(2600), 39(1900), 40(2300), 41(2500)  
Processor CPU Octa-core (2x 2.0 GHz Cortex-A75 + 6 x 1.8 GHz Cortex-A55)  
Chipset Mediatek Helio G88 (12nm)  
VIEW MORE",https://www.daraz.pk/products/12-8-gb-18-gb-ips-100-mah-i432707379-s2068103885.html?search=1,"Essa B.
3 months ago
...
EXCELLENT PACKING 👌& MOBILE ORIGINAL AS PER SELLER DESCRIBED. HIGHLY RECOMMENDED 👍. MOBILE IS SO CUTE & SLIM LIGHT WEIGHT. MOBILE WORKING GREAT & CHARGING FASTLY. MOBILE WITH ANDRIOD 13 VERSION & MOBILE SPEED FOR REGULAR USAGE BEST. HONEST & BEST SELLER WITH HUGE DISCOUNTS. ALL ACCESSORIES INCLUDED. DARAZ BEST.
Seller Response
3 months ago
Thank you So Much For Your Kind Words, We Look Forward to Working With You Again in Future Thank You So Much For Purchasing From Bin Saeed Communication Khanewal Take Care Allah Hafiz.
Storage Capacity:64GB, Color Family:Green
2
Asad U.
2 months ago
...
Good Mobile Genuine, Trusted Seller.. Thank You So Much.........
Seller Response
2 months ago
Thank you So Much For Your Kind Words, We Look Forward to Working With You Again in Future Thank You So Much For Purchasing From Bin Saeed Communication Khanewal Take Care Allah Hafiz.
Storage Capacity:64GB, Color Family:Black
2
Sajid A.
2 months ago
...
Same received as shown. Thanks a lot of seller and daraz also. 👍❤️👍
Seller Response
2 months ago
Thank you So Much For Your Kind Words, We Look Forward to Working With You Again in Future Thank You So Much For Purchasing From Bin Saeed Communication Khanewal Take Care Allah Hafiz.
Storage Capacity:64GB, Color Family:Green
5
1
2
3
4
5
6
7",5,21
PID31,Tecno Spark 10 Pro RAM 8 GB ROM 128 GB front Camera 32 MP Back Camera 50 MP Battery Type5000 mAh,37999,4.8,Tecno,"General FeaturesRelease Date2023-08-22SIM SupportDual Sim, Dual Standby (Nano-SIM)Phone Dimensions164.6 x 76.2 x 8.4mmPhone Weight208 gOperating SystemAndroid13 + HiOS 12.6DisplayScreen Size6.78 InchesScreen Resolution1080 x 2460 PixelsScreen TypeFHD+HScreen ProtectionN/AMemoryInternal Memory128 GBRAM8 GBCard SlotmicroSD Card, (supports upto 256GB)PerformanceProcessor2.0 Ghz Octa CoreGPUMali-G52 MC2BatteryType5000 mAhCameraFront Camera32 MPFront Flash LightNoFront Video RecordingYesBack Flash LightYesBack Camera50 MP + QVGABack Video RecordingYesConnectivityBluetoothYes3GYes4G/LTEYes5GNoRadioYesWiFiYesNFCYes
General Features
Release Date 2023-08-22
SIM Support Dual Sim, Dual Standby (Nano-SIM)
Phone Dimensions 164.6 x 76.2 x 8.4mm
Phone Weight 208 g
Operating System Android13 + HiOS 12.6
Display
Screen Size 6.78 Inches
Screen Resolution 1080 x 2460 Pixels
Screen Type FHD+H
Screen Protection N/A
Memory
Internal Memory 128 GB
RAM 8 GB
Card Slot microSD Card, (supports upto 256GB)
Performance
Processor 2.0 Ghz Octa Core
GPU Mali-G52 MC2
Battery
Type 5000 mAh
Camera
Front Camera 32 MP
Front Flash Light No
Front Video Recording Yes
Back Flash Light Yes
Back Camera 50 MP + QVGA
Back Video Recording Yes
Connectivity
VIEW MORE",https://www.daraz.pk/products/10-8-gb-128-gb-32-mp-50-mp-i430742292-s2054564301.html?search=1,"Guest G.
2 hours ago
...
Product is original. Charger, Cable, Protector & cover was also present in box. Only system of warranty is unclear. Delivery was very late.
Storage Capacity:64GB, Color Family:Black
**********84
3 weeks ago
...
very nice PTA prove nice bht bht Khushi hoi mobile dykh kr thanks draz
Seller Response
2 weeks ago
Thank you So Much For Your Kind Words, We Look Forward to Working With You Again in Future Thank You So Much For Purchasing From Bin Saeed Communication Khanewal Take Care Allah Hafiz.
Storage Capacity:64GB, Color Family:Green
12
S***.
4 weeks ago
...
We get it fast delivery and good item with warranty
Seller Response
4 weeks ago
Thank you So Much For Your Kind Words, We Look Forward to Working With You Again in Future Thank You So Much For Purchasing From Bin Saeed Communication Khanewal Take Care Allah Hafiz.
Storage Capacity:64GB, Color Family:Black
1
1
2
3
4
5
6",10,16
PID32,"Tecno Spark 10C , 4GB + 4GB Ram 128GB Rom , 6.6 Inches IPS Display 90Hz , 5000 mAh- Fast battery 18W wired",30499,4.5,Tecno,"Tecno Spark 10C detailed specificationsBuildOSAndroid 12 OS UIHIOS 8.6 Dimensions163.9 x 75.5 x 8.5 mm WeightN/A SIMDual Sim, Dual Standby (Nano-SIM) ColorsBlack, Blue, Green Frequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900
SIM2: GSM 850 / 900 / 1800 / 1900 3G BandHSDPA 850 / 900 / 2100 4G BandLTE ProcessorCPU1.6 Ghz Octa Core ChipsetUnisoc T606 GPUMali-G57 MP1 DisplayTechnologyIPS LCD Capacitive Touchscreen, 16M Colors, Multitouch Size6.6 Inches Resolution720 x 1612 Pixels (~267 PPI) MemoryBuilt-in128GB Built-in, 4GB RAM CardmicroSD Card, (supports up to 256GB) CameraMainDual Camera: 16 MP, (wide), PDAF + 0.08 MP, (depth), Dual LED Flash FeaturesHDR, Panorama, Video (1080p@30fps) Front8 MP, (wide), Dual LED Flash ConnectivityWLANWi-Fi 802.11 a/b/g/n/ac, dual-band Bluetoothv5.1 with A2DP, LE GPSYes + A-GPS support RadioFM Radio USBUSB Type-C 2.0 NFCNo DataGPRS, Edge, 3G (HSPA 42.2/5.76 Mbps), 4G (LTE Cat4 150/50 Mbps) FeaturesSensorsAccelerometer, Compass, Fingerprint (side-mounted), Proximity Audio3.5mm Audio Jack, MP4/H.264 player, MP3/WAV/FLAC/eAAC+ player, Speaker Phone BrowserHTML5 MessagingSMS(threaded view), MMS, Email, Push Mail, IM GamesBuilt-in + Downloadable TorchYes ExtraGlass front, Plastic frame, Plastic back, Photo/video editor, Document viewer BatteryCapacity(Li-Po Non removable), 5000 mAh - Fast battery 18W wired
Tecno Spark 10C detailed specifications
Build OS Android 12 OS  
UI HIOS 8.6  
Dimensions 163.9 x 75.5 x 8.5 mm  
Weight N/A  
SIM Dual Sim, Dual Standby (Nano-SIM)  
Colors Black, Blue, Green  
Frequency 2G Band SIM1: GSM 850 / 900 / 1800 / 1900
SIM2: GSM 850 / 900 / 1800 / 1900  
3G Band HSDPA 850 / 900 / 2100  
4G Band LTE  
Processor CPU 1.6 Ghz Octa Core  
Chipset Unisoc T606  
GPU Mali-G57 MP1  
Display Technology IPS LCD Capacitive Touchscreen, 16M Colors, Multitouch  
Size 6.6 Inches  
VIEW MORE",https://www.daraz.pk/products/4gb-4gb-10c-128gb-66-ips-90hz-5000-mah-18w-i423152535-s2045830936.html?search=1,No reviews,16,0
PID33,Redmi 12C 4GB RAM + 64GB ROM PTA Approved Mobile Phone with 1 Year Brand Warranty,26480,4.9,Redmi,"Redmi 12C
RAM: 4GB
ROM: 64GB
Official Brand Stock
1 Year Brand Warranty
Available in 4 colours
Product details of Redmi 12C 4GB RAM + 128GB ROM PTA Approved Mobile Phone with 1 Year Brand Warranty
Redmi 12C
RAM: 4GB
ROM: 64GB
Official Brand Stock
1 Year Brand Warranty
Available in 4 colours
VIEW MORE",https://www.daraz.pk/products/4gb-12c-64gb-pta-1-i424399248-s2010703886.html?search=1,"Muhammad F.
2 months ago
...
Nice one receive same as pic and good packing nice seller service and PTA approve device very nice..❤❤❤
Storage Capacity:64GB, Color Family:Green
13
1
Muhammad F.
1 month ago
...
very nice good 👍👍👍
Storage Capacity:64GB, Color Family:Green
2
Bilal A.
3 weeks ago
...
Very Nice and cooperative Seller. My Parcel received in 24 hours. Delivery Service is very Good. Overall Mobile packing is very Good.
Storage Capacity:64GB, Color Family:Black
2
1
2
3
4
5
6
7",48,21
PID34,Tecno Camon 20 || 8GB ROM 256GB ROM || 64MP Triple Camera || 5000mAh Battery (Fast Charging) || PTA Approved || 1Year Brand Warrenty,46499,5.0,Tecno,"Tecno Camon 20 detailed specifications Build OS Android 13 OS UI HIOS 13 Dimensions 162.7 x 75.9 x 7.8 mm Weight N/A SIM Dual Sim, Dual Standby (Nano-SIM) Colors Predawn Black, Glacier Glow, Serenity Blue Frequency 2G Band SIM1: GSM 850 / 900 / 1800 / 1900
SIM2: GSM 850 / 900 / 1800 / 1900 3G Band HSDPA 850 / 900 / 1900 / 2100 4G Band LTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 20(800), 28(700), 38(2600), 40(2300), 41(2500) Processor CPU Octa-core (2 x 2.0 GHz Cortex-A75 + 6 x 1.8 GHz Cortex-A55) Chipset Mediatek MT6769Z Helio G85 (12nm) GPU Mali-G52 MC2 Display Technology AMOLED Capacitive Touchscreen, Multitouch Size 6.67 Inches Resolution 1080 x 2400 Pixels (~395 PPI) Memory Built-in 128/256GB Built-in, 8GB RAM Card microSD Card, (dedicated slot) Camera Main Triple Camera: 64 MP, f/1.7, 26mm (wide), 1/1.7"", PDAF + 2 MP, f/2.4, (depth) + QVG Features Geo-tagging, Face detection, Panorama, HDR, Video (1080p@30fps) Front 32 MP Connectivity WLAN Wi-Fi 802.11 a/b/g/n/ac, dual-band Bluetooth v5.0 with A2DP, LE GPS Yes + A-GPS support Radio FM Radio USB USB Type-C 2.0, OTG NFC No Data GPRS, Edge, 3G (HSPA 42.2/5.76 Mbps), 4G (LTE Cat4 150/50 Mbps) Features Sensors Accelerometer, Fingerprint (side mounted), Proximity Audio 3.5mm Audio Jack, MP4/H.264 player, MP3/WAV/eAAC+/FLAC player, Speaker Phone Browser HTML5 Messaging SMS(threaded view), MMS, Email, Push Mail, IM Games Built-in + Downloadable Torch Yes Extra Photo/video editor, Document viewer Battery Capacity (Li-Po Non removable), 5000 mAh - Fast charging 33W wired
Tecno Camon 20 detailed specifications
Build
OS
Android 13 OS  
UI
HIOS 13  
Dimensions
162.7 x 75.9 x 7.8 mm  
Weight
N/A  
SIM
Dual Sim, Dual Standby (Nano-SIM)  

VIEW MORE",https://www.daraz.pk/products/tecno-camon-20-8gb-rom-256gb-rom-64mp-triple-camera-5000mah-battery-fast-charging-pta-approved-1year-brand-warrenty-i428414881-s2046367833.html?search=1,No reviews,0,0
PID35,"Infinix Hot 30 Play , 4GB RAM 64GB ROM , 16MP Main Camera , Fingersensor , 6000mAh Fast charging 18W",31999,4.9,Infinix,"General FeaturesRelease Date2023-05-22SIM SupportDual SIM (Nano-SIM, dual stand-by)Phone Dimensions170.6 x 77.5 x 8.6 mmPhone Weight205 gOperating SystemAndroid 13, XOS 12.6DisplayScreen Size6.82 inchesScreen Resolution720 x 1640 pixelsScreen TypeIPS LCD, 90Hz, 500 nits (peak)Screen ProtectionnullMemoryInternal Memory64 GBRAM4 GBCard SlotmicroSDXC (dedicated slot)PerformanceProcessorOcta-core CPU, Up To 2.3GHz, 12nmGPUIMG PowerVR GE8320
Battery
Type Li-Po 6000 mAh, non-removable
Camera
Front Camera 8 MP
Front Flash Light Yes
Front Video Recording 1080p@30fps
Back Flash Light Yes
Back Camera 16 MP + QVGA
Back Video Recording 1080p@30fps
Connectivity
Bluetooth Yes
3G Yes
4G/LTE Yes
5G No
Radio Yes
WiFi Yes
NFC Yes
6.82 inchesDisplay
VIEW MORE",https://www.daraz.pk/products/30-4gb-64gb-16mp-6000mah-18-i432095802-s2064256391.html?search=1,"Moazzam
5 days ago
...
100 percent original product. The seller shipped fast but the daraz delivery service was very poor because of the #11.11 sale. received 3 days late after delivery timeline.
Storage Capacity:256GB, Color Family:Blue
1
Mati M.
1 month ago
...
Genuine & Authentic product. Seller is highly recommended & professional who responds to all my queries on time.
Storage Capacity:256GB, Color Family:Black
7
Syed I.
3 weeks ago
...
Orginal Mobile recommended to all
Storage Capacity:256GB, Color Family:Blue
1
1
2",41,6
PID36,"Infinix Hot 30 Play RAM 4 GB ROM 64 GB Front Camera 8 MP Back Camera 16 MP + QVGA Battery Type Li-Po 6000 mAh, non-removable",29980,4.7,Infinix,"BuildOSAndroid 13 OS UIXOS 12.6 DimensionsN/A WeightN/A SIMDual Sim, Dual Standby (Nano-SIM) ColorsPurple, Phantom White, Blade Black Frequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900
SIM2: GSM 850 / 900 / 1800 / 1900 3G BandHSDPA 900 / 2100 4G BandLTE band 1(2100), 3(1800), 5(850), 8(900), 38(2600), 40(2300), 41(2500) ProcessorCPUOcta Core ChipsetMediaTek Helio G37 GPUPowerVR GE8320 DisplayTechnologyIPS LCD Capacitive Touchscreen, 16M Colors, Multitouch Size6.8 Inches Resolution1080 x 2408 Pixels (~387 PPI) Extra Features90Hz, 500 nits (typ) MemoryBuilt-in64GB Built-in, 4GB RAM CardmicroSDXC (dedicated slot) CameraMainDual Camera: 16 MP + AI lens, LED Flash Featuresautofocus, Continuous shooting, Digital zoom, Face detection, HDR, Panorama, Video Front8 MP ConnectivityWLANWi-Fi 802.11 a/b/g/n/ac, dual-band Bluetoothv5.0 with A2DP, LE GPSYes + A-GPS support RadioFM Radio USBUSB Type-C 2.0, OTG NFCNo DataGPRS, Edge, 3G (HSPA 42.2/5.76 Mbps, 4G (LTE Cat4 150/50 Mbps) FeaturesSensorsAccelerometer, Compass, Fingerprint, Proximity Audio3.5mm Audio Jack, MP3/WAV/eAAC+/FlAC player, DivX/Xvid/MP4/H.265 player, Speaker Phone BrowserHTML5 MessagingSMS(threaded view), MMS, Email, Push Mail, IM GamesBuilt-in + Downloadable TorchYes ExtraGlass front, plastic frame, plastic back, Photo/video editor, Document viewer BatteryCapacity(Li-ion Non removable), 6000 mAh - Fast charging 18W
Build OS Android 13 OS  
UI XOS 12.6  
Dimensions N/A  
Weight N/A  
SIM Dual Sim, Dual Standby (Nano-SIM)  
Colors Purple, Phantom White, Blade Black  
Frequency 2G Band SIM1: GSM 850 / 900 / 1800 / 1900
SIM2: GSM 850 / 900 / 1800 / 1900  
3G Band HSDPA 900 / 2100  
4G Band LTE band 1(2100), 3(1800), 5(850), 8(900), 38(2600), 40(2300), 41(2500)  
Processor CPU Octa Core  
Chipset MediaTek Helio G37  
GPU PowerVR GE8320  
Display Technology IPS LCD Capacitive Touchscreen, 16M Colors, Multitouch  
Size 6.8 Inches  
Resolution 1080 x 2408 Pixels (~387 PPI)  
VIEW MORE",https://www.daraz.pk/products/30-4-gb-64-gb-8-mp-16-mp-qvga-li-po-6000-mah-i427233504-s2030846651.html?search=1,"Inam K.
1 month ago
...
Amazing phone in that price, highly recommend
Seller Response
1 month ago
thank you so much for your precious order review and rating us keep shopping on daraz ❤️
Storage Capacity:128GB, Color Family:Black
1
1",49,1
PID37,Tecno Camon 20 Pro 8GB 256GB | 64-megapixel primary camera | MediaTek G99 processor | 5000mAh battery | 1 Year Brand warranty,61999,5.0,Tecno,"High-Resolution Camera Setup:Triple camera setup with a 64-megapixel primary camera for detailed photos.
2-megapixel depth sensor for creating a bokeh effect in portrait shots.
QVGA camera for additional photography options.
32-megapixel front camera with a center punch-hole design for high-quality selfies.
Vivid AMOLED Display:120Hz refresh rate AMOLED display for smooth scrolling and animations.
Supports up to 1080 x 2400 pixels resolution for crisp and vibrant visuals.
Generous 6.67-inch screen size for an immersive viewing experience.
Powerful Performance:Powered by the MediaTek G99 processor built on a 6nm process for efficient performance.
Mali-G57 MC2 GPU for handling gaming and graphics-intensive tasks with ease.
Provides excellent multitasking capabilities for a seamless user experience.
Ample Storage and Memory:Single variant with 8GB of RAM for smooth multitasking.
256GB of internal storage to store your apps, photos, videos, and more.
Long-Lasting Battery:A sizable 5000mAh battery ensures all-day usage on a single charge.
33W fast charging technology enables quick replenishment of the battery.
Fast Charging:33W fast charging capability ensures that your phone charges rapidly, reducing downtime.
Sleek Design:Modern and stylish design with a center punch-hole display for a trendy look.
Enhanced Gaming:The combination of the MediaTek G99 processor and Mali-G57 MC2 GPU provides a great gaming experience with smooth graphics and responsive gameplay.
Ample Storage:With 256GB of internal storage, you have plenty of space for apps, games, photos, videos, and more.
Secure and Convenient Unlocking:Options for secure unlocking, including facial recognition using the front camera and a fingerprint sensor.
Software Features:Runs on the latest Android operating system with additional software enhancements for an improved user experience.
Connectivity Options:Supports 4G LTE for fast internet connectivity.
Dual SIM card slots for added convenience.
Audio and Multimedia:High-quality audio and multimedia experience, ideal for entertainment and content consumption.
Durable Build:Well-built and durable construction to withstand daily wear and tear.
Affordable Pricing:Provides a good balance of features and performance at a competitive price point.
Tecno Camon 20 Pro is available in a single variant of 8GB RAM and 256GB Storage. This mobile phone provides decent specs, screen size, camera setup, battery timing, fast charging, and performance. Tecno Camon 20 Pro comes with a triple camera setup with a 64-megapixel primary camera, 2-megapixel depth sensor and QVGA, the selfie camera features a 32-megapixel center punch-hole. Display of Tecno Camon 20 Pro comes with 120Hz AMOLED and supports upto 1080 x 2400 pixels Resolution and has a screen size of 6.67"" inches. The processor in Tecno Camon 20 Pro featured MediaTek G99 (6 nm) and Mali-G57 MC2 GPU which provides good gaming performance and multitasking. Mobile has battery capacity of 5000 mAh and 33W fast charging which charge the phone in less time.
VIEW MORE",https://www.daraz.pk/products/20-8gb-26gb-64-g99-1-mah-21-i433969037-s2095364064.html?search=1,"Aqib A.
8 hours ago
...
Very good and nice mobile
Storage Capacity:16GB, Color Family:Multicolor
1",2,1
